nuFnu_syn,nu_syn,CLASS,SED_class,GLON,LP_beta,GLAT,Frac_Variability,Pivot_Energy,Highest_energy,PL_Index,SpectrumType,Unc_Frac_Variability,LP_Index,Unc_Energy_Flux100,Unc_Flux1000,Variability_Index,Flux1000,Unc_LP_Index,Energy_Flux100,Signif_Avg,Unc_PL_Index,Unc_LP_beta,Flags,Redshift
-27.631021,27.631021,BLL,LSP,278.17975,0.74834746,41.663544,0.0,9.252535,4.0760856,1.6424301,PowerLaw,2.3025851,0.63935566,-28.749828,2.6319422e-11,2.3071303,-23.188856,-0.14233601,-27.427868,1.8082,0.15240854,-0.57199657,0,0.571
-27.327494,28.682571,FSRQ,LSP,184.88858,0.103256494,72.42163,0.87246597,6.1252346,2.7571452,2.579447,LogParabola,-1.6309692,2.4693797,-28.45641,3.548126e-11,5.277762,-21.651382,-2.6141896,-25.866594,2.9963892,0.05274899,-3.0790398,0,1.33695
-25.58894,40.24919,BLL,HSP,133.46016,0.06181483,47.95417,0.34756452,7.9436083,6.4202766,1.7280239,LogParabola,-2.2058058,1.6073215,-28.405182,3.2492453e-11,3.4489007,-21.507195,-2.5950608,-25.919804,3.355948,0.044160187,-3.5530293,0,0.136
-25.264978,36.277405,BLL,HSP,131.90678,0.029003005,45.64621,0.25276908,7.437815,5.8525586,1.7979181,LogParabola,-2.6675818,1.7327662,-28.086525,4.4795157e-11,3.9077423,-20.641575,-3.1649175,-25.098879,3.9194515,0.026551342,-4.2160096,0,0.045
-27.266989,31.160704,BLL,LSP,213.09946,-0.031982698,73.280594,0.24169299,8.112418,3.9720998,1.9554057,PowerLaw,-1.1265874,1.9877539,-28.683931,3.110758e-11,2.7994895,-22.229368,-2.322515,-26.71136,2.4167922,0.103578664,-3.2497878,0,0.156
-27.631021,27.631021,BLL,LSP,278.91266,0.31182253,42.268528,0.43470022,8.479089,4.390166,1.6724856,LogParabola,-1.5416116,1.3295422,-28.391253,3.562013e-11,2.9074256,-22.220327,-1.6918886,-26.642511,2.5969057,0.08143548,-2.158978,0,0.6
-27.265514,31.66686,BLL,LSP,164.99681,-0.05545245,69.38348,0.29258108,7.8135805,3.3605108,2.183984,PowerLaw,-1.158375,2.2026672,-28.694578,2.817946e-11,2.7103949,-22.50361,-2.1745813,-26.979929,2.009009,0.14507186,-3.1796463,16,0.573711
-26.362095,37.624287,BLL,HSP,244.59317,0.05883886,69.82993,0.0,9.054627,4.6496367,1.7696557,PowerLaw,2.3025851,1.7095829,-28.609653,3.5529767e-11,2.6379516,-22.677618,-1.6556307,-27.045517,2.1061587,0.1414544,-2.3357928,0,0.244
-27.213573,30.028915,BLL,LSP,244.50998,0.02221105,70.308556,0.17963278,7.061312,3.5922227,2.289674,PowerLaw,-2.376776,2.2802744,-28.225998,4.98255e-11,2.8173115,-21.09933,-2.9586575,-25.518332,2.9663787,0.047473077,-3.6388664,0,0.299
-26.52849,31.288338,BLL,LSP,136.7326,0.20627141,53.880436,0.6191321,7.260773,3.100295,2.1030369,LogParabola,-1.8847564,1.8467274,-28.666471,3.7595777e-11,4.4234695,-21.35959,-2.3098369,-26.332306,3.1398458,0.050149467,-2.839265,0,0.475
-26.759506,35.89756,RDG,HSP,235.61171,0.009868925,73.02338,0.0,7.883689,4.5766606,2.015438,PowerLaw,2.3025851,2.0073292,-28.605934,3.3728614e-11,1.6909336,-21.942875,-2.354502,-26.43954,2.5896862,0.084534734,-3.1840656,0,0.021718
-26.07146,29.96216,FSRQ,LSP,164.95107,0.07718257,71.46821,0.59309894,6.312834,3.7641702,2.3786805,LogParabola,-2.0617378,2.3129723,-27.722744,8.775071e-11,7.351324,-19.323458,-3.9707713,-23.77298,4.6748595,0.012852118,-4.6041007,0,1.089
-25.919445,29.236666,BLL,LSP,289.2425,0.05297361,22.953276,0.3488884,6.650812,4.250824,2.2285268,LogParabola,-2.524111,2.163757,-27.786554,7.767619e-11,5.056301,-19.930399,-3.4420207,-24.51863,3.9640133,0.022997523,-4.1921234,0,1.048
-26.971449,29.502117,FSRQ,LSP,276.63556,0.12170777,52.180355,0.9087055,6.401979,2.3609579,2.473514,LogParabola,-1.5890917,2.347471,-28.013489,5.30124e-11,5.3500867,-21.078993,-2.5536928,-25.51796,3.0679,0.048362795,-3.030586,0,1.342
-27.006582,29.980888,BLL,LSP,239.93759,0.040850565,73.27358,0.44146815,7.4110417,2.702401,2.2535996,PowerLaw,-1.5710704,2.2207649,-28.633339,3.1001594e-11,3.1289399,-22.25136,-1.981898,-26.69356,2.2461615,0.10957559,-2.7335465,0,0.405
-27.631021,27.631021,RDG,LSP,137.08682,0.092346504,55.96389,0.0,7.837065,3.2047648,2.1874678,PowerLaw,2.3025851,2.070589,-28.667084,2.8758794e-11,2.387102,-22.239662,-1.5154555,-26.714619,2.383318,0.11073659,-2.0908682,0,0.011
-25.237305,32.412697,BLL,ISP,221.15736,0.055022612,75.97659,0.18393123,6.8907604,4.697357,2.2200756,LogParabola,-2.8533916,2.1744688,-27.87641,6.7883366e-11,3.525439,-20.30301,-3.2842174,-24.90337,3.6023164,0.028588569,-3.969376,0,0.2
-25.83902,35.690384,BLL,HSP,159.09573,0.13516635,70.68706,0.27666306,7.5748386,4.3298407,1.7839334,LogParabola,-2.6706367,1.5451683,-27.684471,7.0039356e-11,4.3538365,-20.001799,-3.0692756,-24.65039,4.1574817,0.022030156,-3.9406435,0,0.32
-27.03577,31.339966,BLL,LSP,281.5107,0.08117818,46.574707,0.27514476,7.764528,3.7014525,1.9059447,LogParabola,-1.8603127,1.7887422,-28.277237,4.5931814e-11,2.9224107,-21.534962,-2.2926311,-26.180254,2.8350465,0.066067584,-3.105899,0,0.838
-26.822813,33.884464,BLL,ISP,136.88794,0.11249279,56.48576,0.11996278,7.6720066,4.2705727,1.90729,LogParabola,-2.4105685,1.7304914,-28.216581,4.470978e-11,2.6719756,-20.935179,-2.64303,-25.639498,3.5463765,0.03798839,-3.409198,0,0.118
-27.221733,33.252953,BLL,ISP,202.95294,-0.006947482,76.815445,0.0,8.194256,4.87412,2.041747,PowerLaw,2.3025851,2.045738,-28.77772,2.8896038e-11,2.2720523,-22.713415,-1.8197547,-27.212885,1.9602537,0.1520732,-2.651736,0,0.441
-26.535936,28.79034,FSRQ,LSP,279.06567,0.11327359,51.445286,0.838156,6.481954,3.1592958,2.3936944,LogParabola,-1.6987545,2.2658184,-27.856728,6.706412e-11,6.0800786,-20.449232,-2.9219294,-24.9911,3.5754552,0.033086196,-3.4554923,0,2.37
-27.40456,29.602343,BCU,LSP,280.77887,0.09688235,49.27909,2.0778148,6.650438,3.2870016,2.267366,LogParabola,-0.8105208,2.1481862,-27.943512,6.7523404e-11,7.3523817,-20.411133,-2.959421,-25.067234,3.447834,0.032593954,-3.6015682,0,0.269
-25.254004,30.41205,FSRQ,LSP,145.55359,0.04501174,64.98464,1.3529274,6.427722,3.9855838,2.4066303,LogParabola,-1.237168,2.3572402,-28.164875,4.813708e-11,7.1361103,-20.600243,-3.2895417,-25.00524,3.8162813,0.028107997,-3.970139,0,0.334
-26.906076,31.734758,BLL,LSP,166.35924,-0.017683769,73.50753,0.0,8.390838,3.5339873,1.9476895,PowerLaw,2.3025851,1.9636738,-28.998182,2.3916478e-11,2.3214772,-22.97572,-1.740276,-27.455002,1.9738193,0.16566204,-2.63121,0,0.410456
-26.915024,37.796974,BLL,HSP,273.792,0.091572426,59.406197,0.46526498,8.393296,4.728166,1.7942733,PowerLaw,-1.6662729,1.6713499,-28.345795,3.8651464e-11,3.2076626,-21.822514,-1.9735475,-26.21104,2.7598636,0.0771657,-2.7458818,0,0.254
-27.247147,29.945545,FSRQ,LSP,160.51598,0.04169022,72.04448,0.46485555,7.734517,3.8852766,2.0864985,PowerLaw,-1.8966899,2.040587,-28.646744,3.2601543e-11,3.2605927,-21.810738,-2.2678444,-26.30986,2.783855,0.07777964,-2.9814732,0,0.925125
-27.269888,33.21854,BLL,ISP,134.20836,0.10011216,54.26556,0.22209904,8.243756,3.886972,1.9746863,PowerLaw,-0.6334605,1.8496712,-29.136284,2.0412899e-11,2.5835834,-22.992796,-1.4615326,-27.480747,1.9790477,0.1429621,-2.1479628,0,1.525
-27.163586,32.794548,BCU,ISP,267.10828,0.07774393,67.4486,0.20759736,7.9316087,2.93492,2.0255554,PowerLaw,-1.0940173,1.9269943,-28.701534,3.0859613e-11,2.535276,-22.377998,-1.653796,-26.876005,2.1480877,0.12235517,-2.2721477,0,0.29
-26.830246,29.664082,BCU,LSP,287.39554,0.13647747,38.831455,1.1830409,6.9350677,3.1531591,2.4099274,LogParabola,-1.3631709,2.3214908,-27.484531,7.3670244e-11,6.3271804,-20.377254,-2.7552032,-24.993393,3.4420726,0.036664017,-3.2616947,0,0.565
-26.632376,30.028915,FSRQ,LSP,287.18018,0.10136519,39.570137,0.3888839,6.7843037,2.6034598,2.4811358,LogParabola,-2.3798432,2.460567,-27.574392,6.811782e-11,4.706718,-20.404333,-3.0192506,-24.798828,3.5292287,0.03208792,-3.5661466,0,0.617
-25.270212,30.17435,FSRQ,LSP,199.41635,0.063089274,78.375595,1.0317626,6.302025,4.3430285,2.1940463,LogParabola,-1.513392,2.1079502,-27.264517,1.4545794e-10,9.093783,-18.357214,-4.392144,-22.967596,5.220005,0.008029114,-5.185042,0,0.729
-27.631021,27.631021,BLL,LSP,261.36893,0.112826906,71.14479,0.5718862,6.952184,2.9146035,2.430209,PowerLaw,-1.7134295,2.3811948,-28.494556,3.322505e-11,3.567803,-22.061052,-2.1001174,-26.357141,2.3871613,0.089698195,-2.5244856,0,0.415
-26.824795,32.13222,BCU,LSP,279.41898,0.18409489,57.01627,0.3716991,7.80499,2.6187088,2.0819445,PowerLaw,-1.0721986,1.9679716,-28.692463,3.1084326e-11,2.7690887,-22.557018,-1.5735078,-27.05647,1.8714186,0.13069382,-2.062391,0,0.755
-26.811762,32.565773,BLL,ISP,148.9031,-0.020759823,69.86154,0.0,6.799957,2.917495,2.543933,PowerLaw,2.3025851,2.554459,-28.83402,2.1088135e-11,2.4954023,-23.04594,-1.8722318,-27.209843,1.7539225,0.15979445,-2.6772428,0,0.297
-26.388014,31.366928,BLL,LSP,133.4325,0.07311361,55.614964,0.1856753,7.0241857,4.6489096,2.1474795,LogParabola,-2.666797,2.0345886,-28.230322,4.2984834e-11,3.2376738,-20.887037,-2.839337,-25.584951,3.5784094,0.037714053,-3.5517511,0,0.065
-26.430635,36.381004,BLL,HSP,292.9142,0.036806494,22.509947,0.38490462,8.410208,5.1487494,1.8323785,PowerLaw,-1.9034184,1.8037895,-28.303988,4.2919602e-11,3.1815412,-21.596344,-2.516148,-26.013674,2.8521295,0.06611039,-3.3156168,2,0.227
-27.631021,27.631021,BLL,LSP,264.73477,0.14935994,71.04662,0.4954805,8.257969,3.1029396,1.8698983,LogParabola,-1.5242505,1.6865355,-28.44319,4.2454314e-11,3.2002954,-22.144276,-1.6021789,-26.78115,2.4443152,0.1002085,-2.3628504,0,0.296221
-26.355131,34.505272,BLL,ISP,282.83475,0.09955387,53.859417,0.5481546,7.75521,4.4081244,1.8892443,LogParabola,-1.9435706,1.7114986,-27.969137,5.5869132e-11,3.9687762,-20.996435,-2.2960835,-25.64125,3.2144852,0.05032551,-3.1398172,0,0.184
-26.780802,30.11299,FSRQ,LSP,290.41608,0.04802303,35.163807,0.43816537,6.5413933,3.4191487,2.5368714,PowerLaw,-2.1671886,2.5128167,-28.226606,4.527586e-11,4.0037932,-21.297724,-2.8299837,-25.470572,2.9843245,0.05021039,-3.386432,0,0.789
-26.955196,30.542175,FSRQ,LSP,280.74023,0.19358747,59.86798,1.0453424,6.821298,2.4655879,2.3017457,LogParabola,-1.4319555,2.1128292,-28.375265,4.7584398e-11,5.0608315,-21.495653,-2.129589,-26.305824,2.6756494,0.06941763,-2.5520914,0,1.006
-26.682241,32.418407,BLL,ISP,131.90018,-0.019895602,55.01765,0.46894667,8.0124445,2.8717608,2.0458288,PowerLaw,-1.612057,2.0690432,-28.962458,2.3894173e-11,3.1266036,-22.481424,-2.1183653,-26.981129,2.3674529,0.114133835,-2.991613,0,0.275
-26.753605,29.620207,FSRQ,LSP,135.78375,0.087582275,61.354736,0.5683111,6.033253,2.62398,2.558786,LogParabola,-2.0889158,2.4772844,-28.363258,4.372694e-11,6.200478,-20.695372,-3.3683746,-24.887667,3.9067018,0.023818769,-3.9366941,0,1.345123
-26.245556,31.295069,BLL,LSP,151.56488,0.060153186,73.39977,0.20316768,7.510312,4.5673914,1.9023845,LogParabola,-2.3045855,1.7827848,-28.21584,4.197454e-11,2.8998494,-21.192167,-2.476352,-25.792883,3.3425345,0.04669421,-3.3811545,0,1.336
-27.081669,28.866673,FSRQ,LSP,253.83322,0.047707994,76.89334,0.8543873,6.8451,2.7340233,2.3969936,PowerLaw,-1.6354634,2.3707662,-28.393972,4.1426133e-11,4.994005,-21.362528,-2.7266636,-25.69203,3.0226023,0.05477604,-3.233413,0,0.845
-27.631021,27.631021,BLL,LSP,154.98787,-0.10196396,74.98737,0.0,8.036584,4.773663,2.216891,PowerLaw,2.3025851,2.2657428,-28.716948,2.461235e-11,2.357883,-23.051409,-2.1685648,-27.513391,1.6605191,0.21863134,-3.2192378,0,0.616935
-27.631021,27.631021,BLL,LSP,155.34424,0.10761862,75.490295,0.0,8.997144,3.4846866,1.7465307,PowerLaw,2.3025851,1.6395291,-28.980005,2.3651506e-11,2.552731,-23.265118,-1.3889171,-27.612268,1.7493203,0.17666805,-1.9439182,0,0.6
-27.631021,27.631021,BLL,LSP,291.348,0.049472526,38.533722,0.58403456,8.102365,3.6297078,2.0232198,PowerLaw,-1.6731794,1.990967,-28.333958,4.5014974e-11,3.5257585,-21.71142,-2.2088068,-26.209146,2.5531623,0.08572612,-2.9486234,0,0.666
-26.98865,38.303528,BLL,HSP,237.1243,0.04078798,80.04279,0.0,8.00446,2.9390771,2.0048263,PowerLaw,2.3025851,1.9549507,-28.8209,2.7402036e-11,1.907407,-22.517126,-1.785757,-27.012033,2.178325,0.12371351,-2.5434854,0,0.45
-27.041456,33.161198,BLL,ISP,136.93666,0.03480458,64.58745,0.16224432,7.649855,3.7969599,2.0944922,PowerLaw,-1.7440614,2.0514443,-28.76545,2.9075648e-11,2.6096084,-21.877266,-2.2893655,-26.375652,2.8106213,0.07451405,-3.0232513,0,0.796
-26.872412,33.804035,BLL,ISP,292.39905,0.11344639,35.77744,0.41673952,8.684319,4.38527,1.774952,PowerLaw,-1.6284918,1.6702365,-28.3892,3.96327e-11,2.9086933,-21.982374,-1.9526067,-26.35484,2.5988605,0.085311644,-2.5853794,0,0.278
-27.32913,32.794548,BLL,ISP,134.55833,0.0069119586,62.44675,0.0,8.409126,3.1163025,2.0160286,PowerLaw,2.3025851,2.017507,-29.150633,2.0406104e-11,2.6538436,-23.39731,-1.4608331,-27.894064,1.6294193,0.21422786,-2.2903259,0,0.338008
-26.94087,29.136768,FSRQ,LSP,261.55182,0.06898445,76.79078,1.1090809,6.837483,3.9295897,2.373533,PowerLaw,-1.4018328,2.3336775,-28.380661,4.3556426e-11,5.47496,-21.269533,-2.7229693,-25.621077,3.0525496,0.052050304,-3.2303371,0,1.132
-26.643318,34.309776,BLL,ISP,137.38763,0.058714405,66.05297,0.1717927,8.055256,4.2249794,1.9112905,PowerLaw,-1.9459988,1.8329966,-28.618143,3.1406357e-11,2.7114477,-21.732735,-2.3124065,-26.196745,3.0069156,0.06402648,-3.059021,0,1.545
-25.98337,32.0355,BLL,LSP,277.58344,0.053085018,68.589645,0.37466145,8.516687,6.1959023,1.7535917,PowerLaw,-1.612953,1.7003877,-28.47293,3.3238263e-11,2.8595648,-22.204988,-2.1664968,-26.55861,2.4943626,0.08851517,-2.9504113,0,0.136465
-27.631021,27.631021,BLL,LSP,285.62933,0.08011887,58.965683,0.40598354,8.434019,3.7115653,1.9639312,PowerLaw,-0.71631545,1.9417347,-28.699425,3.199427e-11,2.722902,-22.717999,-1.6503328,-27.20277,1.9399328,0.1465493,-2.4145737,0,0.359
-26.112309,35.345127,BLL,HSP,275.98172,0.044198904,70.51303,0.12409797,7.678273,4.4204164,2.0457795,PowerLaw,-1.3523086,2.0062013,-28.52547,3.6618136e-11,2.4598083,-21.792318,-2.3505864,-26.29202,2.6295667,0.07639654,-3.0837636,0,0.0935
-24.904045,35.018333,BLL,HSP,188.8493,0.042504054,82.06005,0.3307538,7.129646,6.1452537,1.9331402,LogParabola,-2.6346204,1.8669914,-26.952024,1.5326683e-10,6.470521,-18.439945,-4.1822014,-23.042309,4.9827847,0.009888794,-5.1407533,0,0.13
-25.636799,31.42991,BLL,LSP,285.37134,0.073300764,61.24517,0.44044554,7.3477583,3.515005,2.307248,PowerLaw,-1.8577772,2.2739327,-28.265652,4.2379072e-11,3.3600812,-21.631542,-2.2754455,-26.037935,2.6019318,0.08168181,-2.8238041,0,0.419
-26.670574,33.069477,BLL,ISP,287.56403,0.045950077,58.700855,0.3561811,8.098299,4.801049,1.9306934,PowerLaw,-1.8291811,1.8846914,-28.31286,4.4040178e-11,3.0366316,-21.545141,-2.394762,-26.0178,2.8115833,0.07011657,-3.1753893,0,0.299
-27.32317,29.750673,FSRQ,LSP,126.5569,0.114800334,45.81558,0.7921939,6.6021504,3.8938713,2.3238826,LogParabola,-1.7702649,2.2117958,-27.987066,5.7569612e-11,7.1229353,-20.014912,-3.5199783,-24.63173,4.2882566,0.01811835,-3.99224,0,0.451
-25.025316,37.461964,BLL,HSP,186.41698,0.029336745,82.74093,0.2906948,7.8594546,6.240658,1.7216772,LogParabola,-2.6806285,1.6527271,-27.199524,1.0498897e-10,4.758785,-19.41133,-3.483899,-23.771196,4.414928,0.018415466,-4.553951,0,0.184
-25.037125,33.735107,BLL,ISP,201.69415,0.024011256,83.28413,0.40082383,6.659985,4.7809873,2.1456554,LogParabola,-2.4274921,2.1063452,-27.57968,8.68317e-11,5.826987,-19.555899,-3.6999912,-24.115017,4.3951955,0.01805415,-4.553483,0,0.102
-27.631021,27.631021,BLL,LSP,124.44042,0.18093719,37.145084,0.20378827,8.937898,4.324788,1.7901102,PowerLaw,-0.48622954,1.6225991,-28.999382,2.416381e-11,2.6328244,-23.006884,-1.2741698,-27.39203,2.0650468,0.14304636,-1.7763755,0,0.375
-27.286133,32.606926,BLL,ISP,247.30682,-0.111877404,82.36472,0.0,8.808653,6.6288824,1.8803054,PowerLaw,2.3025851,1.9938354,-28.739561,3.304581e-11,1.8963416,-22.83788,-2.1717482,-27.285723,1.9024153,0.17877223,-3.1217334,0,0.4821
-25.830633,35.80548,BLL,HSP,233.94032,0.06280852,83.433624,0.8336138,7.3535547,5.448503,1.9277654,LogParabola,-1.6878189,1.8084433,-27.897543,5.916705e-11,5.4297094,-20.57872,-2.8264737,-25.212706,3.6370404,0.03561628,-3.7005875,0,0.219
-25.044117,31.026882,FSRQ,LSP,255.06793,0.048976526,81.66161,1.266786,6.0170703,5.086917,2.3360982,LogParabola,-1.3087085,2.2710254,-27.15821,1.6693814e-10,10.128205,-18.077795,-4.6999393,-22.530653,5.3606486,0.0066761323,-5.3997374,0,0.434
-26.90667,30.401255,BLL,LSP,139.25989,0.04627514,72.70947,0.0,6.6611886,2.691887,2.4202254,PowerLaw,2.3025851,2.384844,-28.67337,3.3644303e-11,2.3053677,-21.570251,-2.7272978,-25.876648,3.0657647,0.052509516,-3.2935207,0,0.948
-26.291832,36.505325,BLL,HSP,285.84778,0.18141115,68.676704,0.75021,8.415913,5.0044427,1.7458978,LogParabola,-1.163502,1.5234703,-28.6031,3.3469942e-11,3.3410609,-22.536072,-1.5806439,-27.014404,2.2908835,0.10609407,-2.2424707,0,0.583
-26.791853,30.805262,BLL,LSP,293.81985,0.08629613,48.942688,0.49264494,7.5720024,4.309883,2.0152566,LogParabola,-1.9629227,1.8804516,-27.956438,5.969305e-11,3.8521044,-21.063347,-2.3391216,-25.781029,3.0061853,0.058711883,-3.0811045,0,0.456
-26.725113,28.99817,BLL,LSP,298.38995,0.07267602,18.029991,0.6738031,8.711594,4.057345,1.872984,PowerLaw,-0.94242984,1.8049698,-28.719776,3.194586e-11,3.133346,-22.763947,-1.5231843,-27.207558,1.8883291,0.15000556,-2.2214801,0,0.11
-23.11711,31.893478,FSRQ,LSP,289.93054,0.0953611,64.35104,1.0389191,5.777897,4.10285,2.6952662,LogParabola,-1.5063503,2.6132238,-27.385004,1.0977286e-10,8.986897,-19.091547,-4.288032,-23.007776,4.857363,0.0105853,-4.6949935,0,0.158
-24.631126,33.849995,BLL,ISP,232.79706,0.05606039,84.90608,0.9534211,6.684219,4.9282894,2.1046865,LogParabola,-1.5887107,2.0178497,-27.538383,9.6773846e-11,7.5596657,-19.330095,-3.776575,-23.984755,4.53552,0.015470331,-4.5535455,0,0.135
-24.190077,33.62025,RDG,ISP,283.8031,0.036047544,74.49032,0.14289868,7.0243483,5.708697,2.0655138,LogParabola,-2.8572805,2.0045784,-27.751112,7.096031e-11,3.169919,-20.242067,-3.1254349,-24.851309,3.7706182,0.030399257,-3.9865973,0,0.004283
-26.61421,33.999386,BLL,ISP,281.9552,-0.024404017,76.40654,0.29047406,8.402091,4.581364,1.9022596,PowerLaw,-1.4658257,1.9351972,-28.480907,3.919957e-11,2.7699842,-21.991213,-2.1079705,-26.450808,2.5245674,0.10169595,-2.9451375,0,0.256
-26.576593,32.33737,BLL,ISP,126.48707,0.046200737,52.737633,0.091810375,8.072503,4.0858216,1.896719,PowerLaw,-1.2888813,1.8467596,-28.779657,2.6429817e-11,2.4439538,-21.989895,-2.428003,-26.446661,2.8937385,0.066119,-3.19827,0,0.16294
-26.146269,34.330475,BLL,ISP,190.86122,0.018965144,85.34356,0.5821918,7.384453,5.0560927,2.0043204,PowerLaw,-2.0496974,1.9829167,-27.959644,6.122176e-11,5.6141396,-20.165321,-3.4817622,-24.660135,4.0034637,0.025309654,-4.2910557,0,0.236451
-27.476225,29.448809,FSRQ,LSP,131.51302,0.029874615,68.45979,0.17063148,7.1066747,2.9938855,2.42138,PowerLaw,-2.0413058,2.4010143,-28.532084,2.9792165e-11,2.7089763,-21.838673,-2.4242277,-26.143888,2.7954307,0.07481718,-3.0846617,0,1.588
-26.83466,33.565132,BLL,ISP,130.02357,0.06781479,66.421906,0.0,7.2170954,4.058089,2.3681579,PowerLaw,2.3025851,2.3263795,-28.72845,2.554034e-11,2.3229067,-22.401686,-2.0016592,-26.758091,2.227581,0.10429182,-2.517005,0,0.206796
-26.920965,40.38735,BLL,HSP,296.9661,0.46093273,48.594048,0.22617011,9.405574,3.9738233,1.5623314,LogParabola,0.10840634,1.2762429,-28.633497,1.8165648e-11,2.9722705,-23.720224,-0.9189394,-27.495762,1.7976174,0.16531527,-1.285029,0,0.4
-27.07527,32.45152,BLL,ISP,136.8557,-0.0016572363,77.73624,0.32440695,7.8666635,4.7895813,2.008135,PowerLaw,-1.7180476,2.008671,-28.768757,2.8493525e-11,3.1240606,-22.163662,-2.2374716,-26.659155,2.5322592,0.095141485,-3.1049654,0,0.39
-27.631021,27.631021,BLL,LSP,125.573105,0.033146832,54.124203,0.3590535,8.346624,3.4933207,1.9165572,PowerLaw,-0.9254471,1.8605188,-29.157972,1.9801032e-11,2.9896724,-23.079721,-1.3953121,-27.546192,1.9117179,0.15011981,-2.1631846,0,0.296903
-26.432507,29.339138,BLL,LSP,294.15402,0.18041226,70.13804,0.27984205,7.0244956,2.940489,2.2369077,LogParabola,-1.6892847,1.9855161,-28.342367,4.5313916e-11,2.7692218,-21.700975,-1.7963611,-26.598042,2.5263994,0.085108936,-2.264934,0,0.4
-26.908648,28.83181,FSRQ,LSP,295.1923,0.118609644,67.4212,0.81186295,6.2171593,3.4056907,2.3641138,LogParabola,-1.7505118,2.2214794,-27.561928,1.1226486e-10,7.8380537,-19.066124,-3.8156784,-23.592108,4.6938605,0.012895556,-4.442987,0,1.761
-27.631021,27.631021,BLL,LSP,137.99036,-0.0006993331,82.18834,0.36464474,8.27139,5.075961,1.9312806,PowerLaw,-1.2524018,1.9338809,-28.852634,2.6680384e-11,3.0160596,-22.701017,-1.7502669,-27.173918,2.0412514,0.13928734,-2.6304927,0,0.7
-26.018291,35.114986,BLL,HSP,299.46066,0.20891899,47.869183,0.34391192,7.885048,4.395081,1.8886517,LogParabola,-1.7982424,1.6497524,-28.385853,4.693032e-11,3.0178494,-21.598299,-2.0450668,-26.417875,2.733823,0.070117146,-2.5579531,0,0.531
-27.003912,29.256962,BLL,LSP,123.77612,0.0074630016,43.85349,0.24361627,8.228313,6.394493,1.8947909,PowerLaw,-1.2567148,1.8858553,-29.034348,2.1259109e-11,2.4478106,-22.626043,-2.0416052,-27.0818,2.3863091,0.10169054,-2.7815454,0,0.075
-24.7924,37.15804,BLL,HSP,132.97047,0.05551879,80.509544,0.057677373,7.449367,4.7897477,1.7734015,LogParabola,-2.944266,1.6528618,-27.574827,7.244728e-11,2.67693,-19.899662,-3.3712363,-24.391333,4.260798,0.019952742,-4.372191,0,1.065
-27.631021,27.631021,BLL,LSP,294.20233,-0.018328827,79.035034,0.0,7.6113257,3.1639845,2.1736987,PowerLaw,2.3025851,2.1890724,-28.630594,3.2092242e-11,2.1806495,-22.135958,-2.2181356,-26.616083,2.3224897,0.10811504,-3.0992637,0,0.456
-26.51201,34.309776,BLL,ISP,124.63354,0.09081451,59.949482,0.33258033,7.6397867,3.1774535,2.09007,PowerLaw,-2.081242,1.9792128,-28.768234,2.9020763e-11,3.21205,-21.73001,-2.215448,-26.228828,2.9994342,0.06452478,-2.8522642,0,1.54487
-25.023693,30.253105,FSRQ,LSP,301.61105,0.12618035,37.057938,0.4736994,6.5277057,3.638867,2.3103821,LogParabola,-2.283668,2.2148218,-27.357918,1.2846202e-10,7.037045,-18.801329,-3.9580154,-23.407726,4.730537,0.011321358,-4.536352,0,0.635
-26.84653,37.5437,BLL,HSP,125.55611,0.10781733,72.75067,0.31646922,8.141694,3.9962006,1.8564279,PowerLaw,-1.8305694,1.7093976,-28.637352,2.9317403e-11,3.0287888,-22.028912,-1.9640224,-26.462372,2.71927,0.07657113,-2.6603045,0,0.6
-26.763351,32.98925,BLL,ISP,123.95831,0.023278277,65.659836,0.0,7.8227344,5.01391,2.0849051,PowerLaw,2.3025851,2.061585,-28.968588,2.3538971e-11,2.44824,-22.50027,-2.0189779,-26.999517,2.320384,0.108630694,-2.7495785,0,0.350853
-27.631021,27.631021,BLL,LSP,124.76579,0.09302189,79.99196,0.55565405,8.188726,3.7823038,1.829152,PowerLaw,-1.7506102,1.7306461,-28.50798,3.24323e-11,3.4781766,-21.839666,-2.1868153,-26.25471,2.8473737,0.06947025,-2.6059146,0,0.286
-27.109034,31.295069,BLL,LSP,302.43677,0.048681714,65.15855,0.16781735,7.795645,3.7490215,2.0627015,PowerLaw,-1.701349,2.0188055,-28.40162,4.1651644e-11,2.6508484,-21.626432,-2.3125138,-26.126541,2.678009,0.07719164,-3.0065975,0,0.953508
-26.583769,35.264576,BLL,HSP,302.79855,0.12972237,73.52531,0.68172604,7.8068447,3.770358,2.1239777,PowerLaw,-1.3404504,1.9859587,-28.673353,3.1066816e-11,3.2298307,-22.464891,-1.3829019,-26.95879,2.0166996,0.13422623,-2.000877,0,0.2454
-27.152697,29.96632,BCU,LSP,302.88376,0.13958095,60.84464,0.6372424,7.087542,3.596904,2.1419444,LogParabola,-1.8491391,1.9711982,-28.209635,5.335578e-11,4.5806413,-21.124023,-2.3867428,-25.968029,3.0224912,0.05619127,-2.930366,0,0.335
