nuFnu_syn,nu_syn,CLASS,SED_class,GLON,LP_beta,GLAT,Frac_Variability,Pivot_Energy,Highest_energy,PL_Index,SpectrumType,Unc_Frac_Variability,LP_Index,Unc_Energy_Flux100,Unc_Flux1000,Variability_Index,Flux1000,Unc_LP_Index,Energy_Flux100,Signif_Avg,Unc_PL_Index,Unc_LP_beta,Flags,Redshift
-27.631021,27.631021,BLL,LSP,231.70535,0.08728172,-20.429102,0.3077617,8.216944,5.676863,1.9033226,PowerLaw,-0.98220223,1.8393474,-28.766209,2.7937751e-11,2.6625113,-22.544712,-1.9228731,-27.004839,2.1701927,0.10942477,-2.550542,0,0.275
-26.22436,28.485657,FSRQ,LSP,215.76149,0.10967675,-13.515972,0.7566275,6.6487775,2.9388604,2.4040427,LogParabola,-1.7943797,2.323459,-27.525562,9.221439e-11,5.816998,-20.08489,-3.078761,-24.604313,3.4639013,0.030820062,-3.5780616,0,0.87
-27.11501,30.240301,FSRQ,LSP,222.11989,0.12859352,-16.382616,1.1403486,6.19297,2.6043327,2.5453124,LogParabola,-1.3872596,2.4248316,-27.920807,6.0844434e-11,5.9218516,-20.939009,-2.675568,-25.220148,3.051354,0.043475028,-3.1602068,0,1.094
-26.69119,29.821924,FSRQ,LSP,238.4865,0.026639052,-21.547031,0.51225775,6.7747006,2.4963658,2.5335274,PowerLaw,-1.919243,2.5328248,-28.295803,3.6813684e-11,3.6907613,-21.830711,-2.5185294,-26.007763,2.5057118,0.07418649,-3.012212,0,0.873
-27.11,33.62025,BLL,ISP,143.14255,-0.0028273012,22.598265,0.65900177,8.441702,4.361533,2.0410213,PowerLaw,-1.1480873,2.044361,-28.798445,2.8500584e-11,3.3677688,-22.78756,-1.889495,-27.286982,1.8957028,0.15304019,-2.7540505,0,0.267
-27.280155,33.52839,BLL,ISP,224.89156,0.0891541,-15.064871,0.25995556,7.6714506,4.412711,1.9408891,LogParabola,-2.329152,1.8056031,-27.909567,6.376469e-11,3.2271624,-20.761703,-2.5961955,-25.447462,3.288857,0.044507965,-3.3794641,0,0.098
-26.472725,41.07812,BLL,HSP,241.76292,0.093515195,-20.575264,0.0,8.288813,4.1936226,2.1110318,PowerLaw,2.3025851,2.0146909,-28.539202,3.4499424e-11,1.8673899,-22.65898,-1.3281155,-27.15519,1.8131055,0.173778,-1.8942254,4,0.529
-26.008945,35.441795,BLL,HSP,233.80554,0.040327787,-17.55592,0.437988,7.477724,5.243634,1.881172,LogParabola,-2.2898922,1.8005332,-27.611752,7.636758e-11,4.9368153,-20.019407,-3.2035146,-24.566475,3.9934368,0.026273632,-4.1688414,0,0.414487
-27.631021,27.631021,BLL,LSP,261.53546,-0.014898476,-25.358658,0.35690683,8.039598,3.2761555,2.0111184,PowerLaw,-1.2968282,2.0231159,-28.703053,3.0985495e-11,2.8254373,-22.244455,-2.208602,-26.74045,2.27518,0.106299385,-3.1039808,0,0.44
-25.893614,37.29043,BLL,HSP,225.73744,-0.030255567,-13.137516,0.0,7.6293106,3.6721478,2.2830894,PowerLaw,2.3025851,2.3010237,-28.22772,4.0658414e-11,2.1759791,-22.15199,-2.0903332,-26.575497,1.9288956,0.14152469,-3.042391,4,0.7
-25.523071,36.150787,RDG,HSP,243.45117,0.017333992,-19.969524,0.17233345,7.800427,6.278769,1.9114076,PowerLaw,-2.72409,1.8903998,-27.970915,5.6734274e-11,3.2190492,-20.488533,-3.2166274,-24.952599,3.674183,0.032666877,-4.062509,0,0.05494
-27.631021,27.631021,BCU,LSP,145.7614,0.06436846,23.2085,0.0,7.557679,4.2117944,2.1972096,PowerLaw,2.3025851,2.1557653,-28.750774,2.8222607e-11,2.4429414,-22.134024,-2.2023592,-26.604973,2.393044,0.086058244,-2.8270085,2,0.37
-25.805887,29.273642,BLL,LSP,228.65022,0.087331854,-13.6672,0.95006627,6.8369083,3.4298787,2.2153473,LogParabola,-1.5773768,2.1202097,-27.773287,7.957248e-11,6.2161903,-20.164448,-3.133416,-24.845207,3.5957534,0.029939884,-3.751252,0,1.724
-25.739613,35.114986,BLL,HSP,232.68361,0.09833891,-14.995303,0.25038278,7.5977116,4.4196653,1.8148626,LogParabola,-2.8352962,1.6596212,-27.190527,1.1559323e-10,4.7755933,-19.130182,-3.5614147,-23.755991,4.5242457,0.015061785,-4.449126,512,1.238
-25.296385,29.610275,FSRQ,LSP,286.4049,0.07194948,-27.171076,0.9282053,6.007873,3.8617208,2.6809666,LogParabola,-1.5997216,2.6064348,-28.147152,4.152215e-11,6.1728325,-21.17173,-2.9585073,-25.189041,3.303045,0.037910078,-3.4865735,0,0.653
-26.39781,30.450977,FSRQ,LSP,277.5268,0.092012234,-25.527538,1.4289602,6.973482,3.743216,2.149859,LogParabola,-1.1831657,2.0254452,-27.920025,6.429767e-11,7.289567,-20.14335,-3.1099536,-24.880405,3.9567964,0.0255172,-3.881628,0,1.93
-27.254402,33.058014,BLL,ISP,154.98067,-0.00400245,22.616528,0.54028875,7.7889147,3.925644,2.1438096,PowerLaw,-1.8172523,2.147161,-28.615545,3.2373385e-11,3.5699902,-21.831871,-2.4753551,-26.321203,2.6757357,0.07981866,-3.3501809,0,0.3582
-27.631021,27.631021,BCU,LSP,238.47177,0.2079452,-14.07507,0.17952996,8.218519,2.7273297,1.8971887,LogParabola,-1.0699983,1.6578408,-28.485537,4.5488967e-11,2.5311115,-22.072414,-1.5955176,-26.792595,2.3939917,0.09235511,-2.186388,0,0.49
-27.098536,28.758965,FSRQ,LSP,240.53267,0.13661079,-14.151442,0.7941515,6.2905307,3.2539263,2.4611354,LogParabola,-1.755536,2.343311,-27.99477,6.437202e-11,6.203337,-20.441145,-3.1189694,-24.852034,3.5525413,0.028510485,-3.605231,2,1.153
-26.695932,38.326553,BLL,HSP,280.30615,0.16181359,-25.571901,0.0,8.836239,3.775958,1.8305869,PowerLaw,2.3025851,1.7440816,-29.136862,2.061555e-11,2.163914,-23.560253,-1.1319544,-27.976316,1.4296559,0.19549535,-1.7590448,0,0.233
-27.631021,27.631021,BLL,LSP,241.52538,0.18962702,-14.20933,0.64967036,8.691498,4.0923676,1.681387,LogParabola,-1.632499,1.377918,-28.234682,4.3300946e-11,3.6321313,-22.046701,-1.8071883,-26.253305,2.7557783,0.07637193,-2.4972863,0,0.563
-24.84145,37.53219,BLL,HSP,190.27982,0.040575203,11.001717,0.43464538,7.633755,5.805168,1.7330644,LogParabola,-2.341194,1.6483959,-27.184364,1.0505253e-10,5.751591,-19.321089,-3.634116,-23.73419,4.456299,0.016102592,-4.6951103,0,0.203
-26.617271,31.418657,FSRQ,LSP,165.68481,0.08941282,21.107552,0.7085246,6.7771983,3.1971862,2.2124252,LogParabola,-1.8583874,2.0962498,-28.0992,5.821754e-11,5.6467586,-20.44555,-3.0911496,-25.136456,3.6966767,0.029096734,-3.7655015,0,1.253
-26.4346,29.96632,FSRQ,LSP,171.2068,0.068340994,19.388205,1.335227,6.8064337,4.3719764,2.274746,LogParabola,-1.2466444,2.1829197,-27.85139,6.1443926e-11,6.6601605,-20.452797,-2.9116404,-25.064688,3.6194994,0.033292435,-3.6513076,0,0.928
-26.851568,30.926916,BLL,LSP,173.68152,0.063159086,18.609137,0.23653755,8.287667,4.715082,1.9950024,PowerLaw,-1.549289,1.9538931,-28.394735,4.2970332e-11,2.6264915,-21.813719,-2.165111,-26.306677,2.498992,0.08595148,-2.8834865,0,0.126
-26.938242,33.413593,BLL,ISP,173.97351,0.062494844,18.826145,0.0,8.572052,4.5199175,2.002091,PowerLaw,2.3025851,1.9827547,-28.329529,4.6599693e-11,2.589787,-22.154068,-1.8658105,-26.648462,2.1102808,0.11885916,-2.6224399,16,0.059
-27.17667,29.821924,BCU,LSP,268.8168,0.016377581,-22.08252,0.0,7.7552834,4.0209117,2.2044854,PowerLaw,2.3025851,2.1995459,-28.692621,2.8406784e-11,2.3444667,-22.532228,-1.9879221,-26.999998,1.9600294,0.12762386,-2.75079,0,0.421
-26.137653,29.472973,FSRQ,LSP,256.8021,0.1708513,-17.706402,0.7874476,6.491301,2.5541527,2.437965,LogParabola,-1.7617116,2.311514,-28.012396,5.8617416e-11,5.985877,-20.543938,-2.9372828,-25.062157,3.5550716,0.030373858,-3.4089658,0,0.822
-27.631021,27.631021,RDG,LSP,168.52635,0.09831888,22.787235,0.0,9.18162,5.0990734,1.7155974,PowerLaw,2.3025851,1.5941914,-28.836586,2.750162e-11,2.5738163,-22.987839,-1.3476248,-27.30527,2.0005984,0.14522928,-2.0442102,2,0.01933
-24.98542,40.80181,BLL,HSP,157.40823,0.07253964,25.424812,0.41293478,8.126274,5.7923274,1.6911384,LogParabola,-2.1026456,1.553631,-28.29651,3.6484774e-11,3.5625615,-21.46309,-2.5515933,-25.82121,3.3159711,0.045290764,-3.498349,0,0.125
-27.631021,27.631021,BLL,LSP,159.33856,0.16338798,25.351904,0.8523539,9.1874895,2.658902,1.8266602,PowerLaw,-0.6752528,1.696093,-28.83633,3.024675e-11,2.7819045,-23.181578,-1.3126969,-27.594835,1.5872375,0.18800311,-1.7739384,2,0.095
-26.074965,30.379686,BLL,LSP,166.70547,0.034783106,23.867052,0.41072485,6.7097764,5.0409384,2.2157116,LogParabola,-2.3464386,2.1674109,-28.057405,5.4868502e-11,4.925796,-20.514242,-3.2156768,-25.072187,3.706725,0.029995445,-3.9792883,0,0.502
-25.858124,30.65575,FSRQ,LSP,197.63727,0.11638894,13.57791,1.117072,6.4162674,3.3121731,2.371873,LogParabola,-1.4226147,2.238047,-27.901617,7.214031e-11,6.708134,-20.27609,-3.2644687,-24.831474,3.650937,0.028680142,-3.635272,0,0.54
-27.070377,28.383389,FSRQ,LSP,172.1607,0.19151476,23.455534,0.76387745,6.466307,2.5016408,2.4261918,LogParabola,-1.7678399,2.2529738,-28.27149,4.914652e-11,5.439292,-20.961391,-2.7941048,-25.536282,3.3003194,0.038255546,-3.1378076,0,0.94
-27.631021,27.631021,BLL,LSP,282.2451,0.18365723,-23.322662,0.0,8.038391,3.605949,2.0918965,PowerLaw,2.3025851,1.9601003,-28.669008,3.141794e-11,2.3058357,-22.46944,-1.5594076,-26.968088,1.9625499,0.122706704,-1.9373652,0,0.339
-24.850246,30.11299,FSRQ,LSP,185.04433,0.10781891,19.861864,0.7156194,6.5847354,3.9178798,2.1892316,LogParabola,-1.8711091,2.0636249,-27.750135,9.242215e-11,6.967193,-19.437502,-3.6259615,-24.149996,4.3781543,0.015769113,-4.319829,0,0.779
-27.631021,27.631021,BLL,LSP,252.10336,0.04155461,-12.169499,0.0,7.518059,4.2645135,2.2211504,PowerLaw,2.3025851,2.1931484,-28.204124,4.797616e-11,1.2339418,-21.330326,-2.51034,-25.790215,2.730384,0.06627572,-3.200132,0,3.7e-05
-23.729717,32.636658,BLL,ISP,143.98457,0.058452565,28.022398,0.31229538,7.320279,5.6202307,2.064255,PLSuperExpCutoff4,-2.7056098,2.0564187,-26.894562,1.9332673e-10,7.9598083,-17.559336,-5.140097,-22.229067,5.7714486,0.004923578,-5.732604,0,0.127
-26.530699,29.945545,FSRQ,LSP,203.64494,0.077004954,13.9123745,1.1580906,6.377004,3.6169,2.28147,LogParabola,-1.3953941,2.1870177,-27.651423,9.9281854e-11,7.762012,-19.401945,-3.7242823,-23.976366,4.3363843,0.016195657,-4.4135237,0,1.038
-27.47732,28.279177,FSRQ,LSP,259.68558,0.53368396,-13.988229,0.0,8.52288,3.4214149,2.158262,PowerLaw,2.3025851,1.5072556,-28.085888,4.990839e-11,1.9582276,-22.546494,-0.57271326,-27.03172,1.4567552,0.21330741,-0.9449715,16,2.282
-26.406893,35.264576,BLL,HSP,185.86455,0.15451097,22.063702,0.0,7.7937155,3.970373,1.9211258,LogParabola,2.3025851,1.7257,-28.386047,4.1719652e-11,2.2091336,-21.656818,-1.9888957,-26.438402,2.7513556,0.06998738,-2.6369674,0,0.112
-27.631021,27.631021,BLL,LSP,277.59756,0.07731484,-20.793043,0.3283074,8.765573,5.4213133,1.7520686,PowerLaw,-1.8335053,1.6890706,-28.476078,3.6031646e-11,3.1471567,-21.941404,-2.3394597,-26.29364,2.7467275,0.07258482,-3.0309172,0,0.16
-26.686762,33.96491,BLL,ISP,191.07704,0.17276272,20.650938,0.0,7.9956355,3.134398,2.0356011,PowerLaw,2.3025851,1.8888974,-28.790956,2.8330366e-11,2.3556368,-22.772411,-1.3197463,-27.271423,1.7030065,0.15562654,-1.7451186,0,0.248
-25.93538,38.86765,BCU,HSP,166.02148,0.017333768,27.314451,0.20839241,8.688335,5.144,1.7648747,PowerLaw,-1.2174165,1.7415713,-28.634972,3.064083e-11,2.6569693,-22.218784,-2.2493737,-26.5825,2.5903842,0.0849776,-3.063789,0,0.065
-26.92338,33.172665,BLL,ISP,177.68839,0.050831668,25.04193,0.105629206,7.9201555,3.6046035,1.9977165,PowerLaw,-1.24554,1.9334961,-28.564201,3.4982323e-11,2.4305127,-21.771555,-2.172986,-26.265081,2.7301664,0.07567439,-2.9280925,0,0.67
-27.180262,28.623623,FSRQ,LSP,213.35385,0.13067779,11.681733,0.9658591,6.6286936,2.8709056,2.433743,LogParabola,-1.502228,2.332176,-28.15376,4.8274457e-11,5.0261455,-21.45932,-2.3207011,-25.980406,2.7005737,0.06575727,-2.7983859,0,3.01
-26.051218,30.018456,FSRQ,LSP,167.72678,0.14897431,27.142647,1.2503871,6.689074,2.4465556,2.3612006,LogParabola,-1.3043927,2.215943,-28.185413,4.78318e-11,6.1370206,-20.937504,-2.5915384,-25.597284,3.32589,0.038837567,-3.1681104,0,0.72
-25.444471,30.973522,BLL,LSP,201.84836,0.06675919,18.078001,0.31108257,7.391802,5.198458,2.023999,LogParabola,-2.6601214,1.9651836,-27.115118,1.3060282e-10,5.339536,-18.944702,-3.7515235,-23.63492,4.3953238,0.014001592,-4.5570264,0,0.424
-24.94234,30.41205,FSRQ,LSP,216.98395,0.096195996,11.377291,0.77290916,6.201378,4.6598854,2.38503,LogParabola,-1.7997624,2.2895896,-27.462439,1.2153661e-10,7.94147,-18.94986,-4.0884066,-23.404303,4.6538982,0.011822397,-4.623371,0,0.189
-27.298819,35.27608,BLL,HSP,187.73022,0.034394946,23.807297,0.0,7.364954,3.3370712,2.2878318,PowerLaw,2.3025851,2.2618685,-28.635088,3.0033066e-11,2.0431175,-22.42152,-1.9434655,-26.841793,1.9656998,0.120584756,-2.6382735,0,0.179
-26.844671,28.312721,FSRQ,LSP,169.44853,0.12701006,28.188961,0.9591676,7.4781284,3.1182463,2.2733898,PowerLaw,-1.4282566,2.1465445,-28.638996,2.9143146e-11,4.220373,-22.255245,-1.6852849,-26.68517,2.239321,0.10918846,-2.1395316,0,2.312
-26.646673,29.750673,FSRQ,LSP,163.05278,0.07962378,29.093634,1.4839945,6.4406705,4.0102324,2.3246067,LogParabola,-1.1480173,2.2319624,-28.045824,6.168399e-11,7.892233,-20.051096,-3.4829202,-24.59823,4.150923,0.020089211,-4.1551013,0,0.72
-26.216356,37.29043,BLL,HSP,140.252,0.010677741,29.571495,0.3407957,8.653311,5.5116935,1.8097967,PowerLaw,-2.0227313,1.7980388,-28.581652,3.4491524e-11,3.0217159,-21.777567,-2.5409503,-26.178297,3.0513296,0.066349976,-3.3651536,0,0.315
-25.956266,29.924818,FSRQ,LSP,196.60242,0.040686004,22.733208,0.7540624,7.0070243,3.9349189,2.3681312,PowerLaw,-1.7440813,2.3462827,-28.20839,4.782816e-11,4.9330244,-21.1278,-2.802294,-25.48423,3.0318818,0.05172689,-3.4054506,0,0.409854
-27.210676,35.230053,BLL,HSP,197.45091,-0.03115197,22.58909,0.0,8.502298,3.7049792,1.9878184,PowerLaw,2.3025851,1.9965191,-28.611614,3.570272e-11,1.6555514,-22.602983,-1.9334358,-27.09432,2.0111594,0.16534898,-2.9157622,0,0.175
-26.97101,30.596691,BCU,LSP,174.3446,0.151136,28.657005,0.56968606,7.026488,3.3453605,2.2711837,LogParabola,-1.9079375,2.1423745,-28.326126,4.222521e-11,4.0838237,-21.437046,-2.2102857,-26.223774,2.86871,0.05907562,-2.7947812,0,0.559233
-26.721182,32.622932,BLL,ISP,209.48143,0.08809024,17.80562,0.16312334,7.997335,3.494439,2.0576482,PowerLaw,-0.9835286,2.0261128,-28.461975,3.9261993e-11,2.5222425,-22.043568,-1.7968701,-26.543652,2.2420797,0.113753416,-2.4263875,0,0.214
-27.01769,34.35577,BLL,ISP,139.90247,-0.023012966,29.911428,0.44680822,8.007274,3.2053974,2.1476107,PowerLaw,-1.3363513,2.1642644,-28.774578,2.6631948e-11,2.8223727,-22.483545,-2.107962,-26.97186,2.1848423,0.122483835,-2.901211,0,0.607
-26.154758,29.273642,FSRQ,LSP,202.35387,0.11849643,20.921383,0.78609985,7.136201,2.3095508,2.4393163,PowerLaw,-1.0972565,2.4099767,-28.095991,4.4553368e-11,3.3633304,-22.287643,-1.7159576,-26.574135,1.618169,0.122278176,-2.2916756,16,1.161
-27.631021,27.631021,FSRQ,LSP,208.17674,0.10570364,18.736414,0.8335049,6.7886906,3.5124793,2.4802566,LogParabola,-1.6905074,2.4705806,-27.93564,5.304598e-11,5.623351,-20.906977,-2.8641353,-25.29562,3.2733757,0.040702447,-3.3672962,0,0.889
-27.22324,28.809385,FSRQ,LSP,187.24977,0.12248693,26.367731,1.5918385,6.230598,3.4793305,2.4304526,LogParabola,-1.076698,2.308749,-28.178957,5.7606496e-11,7.686767,-20.48358,-3.2300825,-24.918997,3.7686088,0.026487058,-3.734818,0,1.935716
-26.817709,29.163746,BLL,LSP,164.19286,0.059772875,30.504765,0.12780172,6.955428,4.680176,2.1327598,LogParabola,-2.8946157,2.042807,-28.090342,5.2601586e-11,3.0931635,-20.534784,-3.073581,-25.199139,3.752989,0.030389242,-3.8517745,0,0.2
-24.457705,30.62948,BLL,LSP,170.55511,0.098990664,30.144844,0.33877474,7.003595,3.8634608,2.093335,LogParabola,-2.510869,1.9517882,-27.955797,6.343461e-11,4.581557,-20.222946,-3.2039094,-24.9897,3.9067295,0.026311647,-3.7971652,0,0.37671
-25.244806,29.801498,BLL,LSP,211.30931,0.0337101,19.066587,0.16204864,7.0198207,5.4684944,2.1471992,LogParabola,-2.859503,2.1068544,-27.735281,7.06927e-11,3.3986547,-20.230452,-3.2216659,-24.818623,3.7641692,0.030682433,-4.0137496,0,0.266
-27.009598,32.863247,RDG,ISP,182.70145,0.091449454,28.88167,0.0,7.6839185,3.6813865,2.2340832,PowerLaw,2.3025851,2.1714306,-28.663967,2.8650233e-11,1.9993777,-22.698566,-1.3391399,-27.151775,1.7130508,0.14865534,-1.9710653,0,0.042836
-26.29243,31.7008,BLL,LSP,194.31094,0.07680846,25.93925,0.3112389,7.4205494,3.33002,2.13262,PowerLaw,-2.1053834,2.072141,-28.515394,3.799449e-11,3.1642287,-21.52726,-2.4301262,-26.019321,2.8745189,0.063217506,-2.9415247,0,0.099
-27.631021,27.631021,BLL,LSP,208.28078,0.11825754,21.047293,0.43306738,8.566328,4.684702,1.8331461,PowerLaw,-1.5957555,1.7149197,-28.454046,3.8799897e-11,3.1372533,-22.037317,-1.8896437,-26.455187,2.6056206,0.09222157,-2.5630925,0,0.3864
-27.110086,30.596691,BLL,LSP,175.75557,0.1341863,30.537243,0.62187654,7.196911,3.0835416,2.1747172,LogParabola,-1.7347506,2.0077977,-28.529602,3.6687046e-11,3.698423,-21.753862,-2.0853567,-26.5869,2.6701021,0.07364581,-2.6904652,0,1.072
-27.631021,27.631021,BLL,LSP,151.53159,0.056610208,31.746632,0.8168754,8.18641,4.8065996,1.9282087,PowerLaw,-1.5358857,1.8665581,-28.782572,2.7991573e-11,4.025059,-22.077934,-2.2271175,-26.54955,2.6753495,0.07763138,-2.9300637,0,0.2
-26.540794,35.8285,BLL,HSP,211.70082,0.06477197,20.223406,0.0,7.9483285,3.2977424,2.0210953,PowerLaw,2.3025851,1.9734111,-28.536816,3.638475e-11,1.9228224,-21.957348,-2.12572,-26.454805,2.5227854,0.09144402,-2.815708,0,0.84159
-26.947142,36.173805,FSRQ,HSP,224.62836,0.026855761,14.1923895,0.29779318,7.577399,4.699234,2.0072072,PowerLaw,-2.3638728,1.9819776,-28.117096,5.3317094e-11,3.5626407,-20.792717,-2.9976065,-25.28805,3.379873,0.041648034,-3.7946863,0,0.365
-27.631021,27.631021,BCU,LSP,227.33052,0.14090206,13.173616,0.26345018,8.101721,4.5358415,1.8829151,LogParabola,-1.5321126,1.6673532,-28.217466,5.133952e-11,2.7522087,-21.678104,-1.846089,-26.321459,2.6689196,0.08152163,-2.567055,0,0.43
-27.14191,28.353365,FSRQ,LSP,222.65723,0.14947042,15.787415,0.7005384,6.4576216,3.1142128,2.47599,LogParabola,-1.7975824,2.3724067,-28.28988,4.55867e-11,4.6757073,-21.373276,-2.5288136,-25.80639,2.9399567,0.05289177,-3.0043464,0,1.388
-25.635248,37.762436,BLL,HSP,138.89278,0.03973461,30.794521,0.18986325,7.4171176,5.56228,1.8490933,LogParabola,-2.864948,1.7676579,-27.99768,5.1351343e-11,3.5555036,-20.372349,-3.2701442,-24.89868,4.0255527,0.023834588,-4.26375,0,0.121
-26.498432,36.910534,BLL,HSP,157.67772,-0.03043073,32.57346,0.3931544,8.090383,4.9844418,2.0004911,PowerLaw,-1.7907075,2.0293174,-28.768873,2.9112098e-11,3.136422,-22.053782,-2.5398877,-26.547867,2.6642172,0.083655424,-3.458484,0,0.3
-25.44957,29.78927,FSRQ,LSP,229.04431,0.08672579,13.161608,0.6894232,6.427543,4.8702617,2.2323818,LogParabola,-1.9116486,2.1259036,-27.437088,1.2702399e-10,7.465449,-18.91362,-3.9965107,-23.546883,4.6108456,0.012553863,-4.6414022,0,1.837
-27.330473,29.218306,FSRQ,LSP,164.61052,0.1245243,32.924366,0.7913452,6.752393,2.96277,2.2730193,LogParabola,-1.7585697,2.1287048,-28.09162,5.5880228e-11,6.261661,-20.43205,-2.9635248,-25.147278,3.7905846,0.028431753,-3.607554,2,2.133
-25.748835,35.89756,BLL,HSP,186.48222,0.0075979945,30.356411,0.558122,8.467726,5.57682,1.8416556,PowerLaw,-1.4845823,1.8375418,-28.68295,3.024332e-11,3.3364406,-22.319796,-2.282831,-26.74354,2.4480731,0.095562555,-3.149263,0,0.082509
-24.922228,36.38791,BLL,HSP,166.24754,0.023044547,32.914417,0.4027235,7.2017064,5.7306547,1.8806382,LogParabola,-2.4257338,1.8324074,-27.44657,8.8068365e-11,5.840189,-19.370615,-3.7284784,-23.88347,4.6030602,0.014970049,-4.811187,0,0.138
-26.63249,29.109995,BLL,LSP,220.71138,0.08751291,18.566105,0.49892974,7.1145744,4.734759,2.0945237,LogParabola,-2.2129672,2.020257,-27.422016,1.0539715e-10,6.100387,-19.37141,-3.5592906,-24.106466,4.2652555,0.017527184,-4.2583733,0,1.148
-27.154825,36.277405,BCU,HSP,193.97346,-0.005162132,29.225857,0.67595565,8.021405,4.1621094,2.0624444,PowerLaw,-1.2335223,2.0599144,-28.75428,2.926383e-11,3.1987193,-22.529835,-2.0515509,-27.029943,2.087093,0.13034882,-2.996724,0,0.490576
-27.015265,35.01143,BLL,HSP,161.9573,-0.009666308,33.462494,0.37190628,7.6146455,3.2692192,2.2448814,PowerLaw,-1.6710758,2.2505727,-28.726236,2.6541254e-11,3.0730407,-22.373314,-2.0385213,-26.820566,2.2629955,0.114502326,-2.8459356,0,0.383
-26.573168,36.404026,BLL,HSP,192.63875,0.08682943,29.984468,0.0,8.442857,4.0966053,1.9467348,PowerLaw,2.3025851,1.901866,-28.652136,3.3583736e-11,1.4961014,-22.45456,-1.755612,-26.933493,2.2128816,0.12145097,-2.436024,0,1.08353
-25.59212,32.018444,BLL,LSP,151.67546,0.03866031,33.206123,0.32658434,6.861938,4.1611834,2.2187836,LogParabola,-2.5832534,2.1772573,-27.952635,5.8205465e-11,4.9740424,-20.169018,-3.5757782,-24.735132,3.9832454,0.02299403,-4.243425,0,0.239
-27.631021,27.631021,BCU,LSP,192.5432,0.1609569,30.33909,0.28699556,7.908829,4.1222014,2.126585,PowerLaw,-0.44645897,2.109588,-28.638805,3.1998276e-11,2.4918418,-22.605345,-1.5487618,-27.098715,1.732236,0.13258928,-1.9589922,18,0.336
-26.755524,32.72588,BLL,ISP,170.0822,0.056737915,33.718815,0.09915608,7.981376,3.3543153,2.0394814,PowerLaw,-0.6419771,1.9903454,-28.772346,2.8849624e-11,2.483784,-22.313707,-2.0021093,-26.813023,2.3182206,0.10247819,-2.689133,0,0.475
-26.521982,33.115334,BLL,ISP,159.85095,0.06768886,33.89916,0.26786536,7.1343465,4.6827884,2.0503318,LogParabola,-2.6379797,1.9453449,-28.098461,5.280897e-11,4.000755,-20.515348,-3.0493622,-25.209146,3.75007,0.029663952,-3.8774993,0,0.054
-25.369064,37.417065,BLL,HSP,234.79643,0.058380924,12.1213455,0.49739218,7.626694,5.182822,1.849193,LogParabola,-2.154298,1.741758,-27.646349,7.510773e-11,4.7846403,-20.215416,-2.9976165,-24.773405,3.7693036,0.029815698,-3.931926,0,0.045978
-26.800486,33.138264,BLL,ISP,202.41962,0.15657234,27.733957,0.0,7.849143,4.030989,1.9209912,LogParabola,2.3025851,1.7458152,-28.48286,4.1613518e-11,2.3824968,-21.793127,-2.0042377,-26.58077,2.5917983,0.075788416,-2.650136,0,0.058
-27.054348,31.183062,BCU,LSP,203.4097,0.043115377,27.448454,0.0,8.919247,3.5473216,1.7285128,PowerLaw,2.3025851,1.7211413,-28.748552,2.7787666e-11,2.40973,-23.019081,-1.6639214,-27.349186,1.7145623,0.15674019,-2.3730035,0,0.138
-26.0457,30.039389,BLL,LSP,178.22351,0.076670885,33.39542,0.2555931,6.6887994,4.0547423,2.1023672,LogParabola,-2.8720295,1.9942962,-27.46611,1.10888486e-10,5.6387644,-18.961958,-3.905214,-23.664803,4.7570295,0.011988996,-4.7266912,0,0.53
-27.202276,33.62025,BLL,ISP,194.49014,0.09279114,30.425303,0.60140985,7.886659,3.6397655,2.1084878,PowerLaw,-1.4606013,2.052988,-28.550283,3.52843e-11,3.091115,-22.139244,-1.8657728,-26.635845,2.2388365,0.10421062,-2.5068798,16,0.226
-26.99194,29.924818,FSRQ,LSP,189.77173,0.1465807,31.618696,0.37076312,7.9337416,2.8703902,2.2675223,PowerLaw,-0.63902605,2.302961,-28.406984,3.443393e-11,2.9238179,-22.795677,-1.2226323,-27.229357,1.4035412,0.16716118,-1.8633429,16,0.649787
-26.211323,40.076496,BLL,HSP,230.5799,0.083978616,15.490128,0.0,8.716904,3.7857907,1.7945331,PowerLaw,2.3025851,1.695803,-28.476461,3.779441e-11,1.5130945,-22.30225,-1.7120348,-26.690987,2.323829,0.112305745,-2.4269962,0,0.45
-27.003819,31.295069,BLL,LSP,180.3771,0.15373026,33.35418,0.20122556,8.16294,5.134839,2.046688,PowerLaw,-0.4161625,1.9057456,-28.785406,2.8581007e-11,2.6430254,-22.718454,-1.4652855,-27.218203,1.798725,0.14863338,-1.8001785,0,0.389
-27.057995,31.672516,BLL,LSP,185.03622,0.05107178,32.844883,0.28789854,7.442209,4.233399,2.202425,PowerLaw,-2.0241902,2.1757958,-28.53507,3.5817883e-11,3.0774503,-21.719275,-2.4538612,-26.18796,2.6983871,0.071322955,-3.129038,0,0.393
-26.934576,34.27528,BLL,ISP,199.5097,-0.00975177,29.62429,0.28325257,7.845673,4.0117364,2.1176643,PowerLaw,-1.3910236,2.126591,-28.585863,3.3838075e-11,2.754685,-22.12902,-2.1435533,-26.624113,2.3568091,0.11179551,-3.0255382,0,0.402
